Id,Coordonnee Lambert 93 X,Coordonnee Lambert 93 Y,coordonnees décimales longitude,coordonnees décimales latitude,Region,Departement,Commune,Nom de l'intervention,Nom du site,Date début,Date fin,Periode(s),Theme(s),Type intervention
INRAPI0438,"254332,106","6742887,933",-2.9405138,47.6354253,Bretagne,Morbihan,Bono,Mané Mourin,Mané Mourin,2013-03-04,2013-07-22,#Néolithique#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0439,"791492,4","6288539,75",4.1345824,43.6899757,Languedoc-Roussillon,Hérault,Lunel,Mas de Fourques,Mas de Fourques,2006-07-20,2006-09-22,#Protohistoire#Antiquité,,fouille
INRAPI0440,665979,6835812,2.5384117,48.6216037,Ile-de-France,Seine-et-Marne,Lieusaint,Merigest,Merigest,2006-08-01,2006-09-01,#Protohistoire#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0441,1010449,6802126,7.1839807,48.2454355,Alsace,Haut-Rhin,Sainte-Marie-aux-Mines,Mine Saint-Louis Eisenthür,Mine Saint-Louis Eisenthür,2003-07-15,2003-08-02,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0442,"931332,45","6266145,9",5.8576106,43.4567354,Provences-Alpes-Côte-d'Azur,Var,Saint-Maximin-la-Sainte-Baume,Mirade,Mirade,2003-03-30,2003-04-30,#Moyen Âge,,fouille
INRAPI0443,788030,6894820,4.2065225,49.1471058,Champagne-Ardenne,Marne,Val-de-Vesle,Moncheux,Moncheux,2001-11-13,2002-05-01,"#Protohistoire#Antiquité#Moderne, Contemporain","#Arts, biens de prestige#Cultes et pratiques funéraires",fouille
INRAPI0444,377240,6573622,-1.1864655,46.1854109,Poitou-Charentes,Charente-Maritime,L'Houmeau,Monsidun,Monsidun,2008-02-18,2008-10-18,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0445,"609143,973","7092827,37",1.710434,50.9248412,Nord-Pas-de-Calais,Pas-de-Calais,Escalles,Mont d'Hubert,Mont d'Hubert,,,"#Paléolithique, Mésolithique#Moderne, Contemporain","#Peuplement, occupation espace#Vie quotidienne, usages",fouille
INRAPI0446,798960,6914020,4.3608337,49.3180929,Champagne-Ardenne,Marne,Bétheniville,Mont-de-Merlan,Mont-de-Merlan,2002-05-24,2002-06-13,#Protohistoire,,fouille
INRAPI0447,367864,6846706,-1.5099291,48.6351493,Basse-Normandie,Manche,Le Mont-Saint-Michel,Mont-Saint-Michel / Les Remparts - Tour Denis,Mont-Saint-Michel / Les Remparts - Tour Denis,,,"#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0448,921100,6880200,6.0214433,48.9836584,Lorraine,Meurthe-et-Moselle,Pagny-sur-Moselle,Moulon 2 - Maladrie,Moulon 2 - Maladrie,2003-02-27,2003-03-12,#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0449,429646,6268080,-0.340114,43.4603486,Aquitaine,Pyrénées-Atlantiques,Thèze,Mugain 2,Mugain 2,2009-04-06,2009-05-07,#Antiquité,"#Agriculture, élevage#Industrie, artisanat",fouille
INRAPI0450,648493,6862623,2.2979423,48.8615798,Ile-de-France,Paris,Paris,Musée du Quai Branly,Musée du Quai Branly,,,#Antiquité,"#Chasse, pêche, cueillette#Paysage et environnement#Peuplement, occupation espace",fouille
INRAPI0451,355574,6689305,-1.5533317,47.2146402,Pays de la Loire,Loire-Atlantique,Nantes,Nantes Bouffay Neptune,Nantes Bouffay Neptune,,,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0452,"704019,02","6251965,71",3.049558,43.3668153,Languedoc-Roussillon,Hérault,Puisserguier,Nécropole de La Rouquette,Nécropole de La Rouquette,2003-07-20,2004-09-15,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0453,749070,6828400,3.6649143,48.5539667,Champagne-Ardenne,Marne,Esclavolles-Lurey,Nécropole mérovingienne,Nécropole mérovingienne,2012-06-14,2012-07-30,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0454,931300,6839200,6.1384297,48.6116212,Lorraine,Meurthe-et-Moselle,Messein,Noires terres,Noires terres,2004-01-01,,"#Moderne, Contemporain",#Archéologie des conflits,fouille
INRAPI0455,927300,6874900,6.1032384,48.933873,Lorraine,Meurthe-et-Moselle,Lesménils,Notre Dame - Chêne Brûlé,Notre Dame - Chêne Brûlé,2002-05-15,2002-08-15,#Antiquité,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0456,"787119,67","6468150,111",4.1117207,45.3072,Auvergne,Haute-Loire,Bas-en-Basset,Occupations de La Tène finale et de l'époque gallo-romaine,Occupations de La Tène finale et de l'époque gallo-romaine,2009-09-08,2009-10-02,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0457,431475,6803310,-0.6205471,48.2747097,Pays de la Loire,Mayenne,Moulay,Oppidum - RN12,Oppidum - RN12,2009-11-02,2011-06-24,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat#Sciences et méthodes de l'archéologie#Organisation sociale et politique#Peuplement, occupation espace",fouille
INRAPI0458,"689193,153","7038413,6",2.8480854,50.4431198,Nord-Pas-de-Calais,Pas-de-Calais,Loison-sous-Lens,Parc d'activité des Oiseaux,Parc d'activité des Oiseaux,2006-04-01,2006-08-31,#Néolithique,,fouille
INRAPI0459,669270,6837363,2.5829512,48.6357194,Ile-de-France,Seine-et-Marne,Moissy-Cramayel,Parc d'activités de Chanteloup,Parc d'activités de Chanteloup,2004-04-26,2004-06-30,#Néolithique#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0460,"650417,6","6989950,223",2.3089865,50.0060922,Picardie,Somme,Villers-Bocage,Parc d'activités de la Montignette,Parc d'activités de la Montignette,2007-04-23,2007-07-13,#Protohistoire,,fouille
INRAPI0461,"842889,5","6840661,9",4.9399371,48.6503336,Champagne-Ardenne,Haute-Marne,Saint-Dizier,Parc de référence,Parc de référence,2012-03-01,2012-06-30,#Protohistoire#Antiquité,#Cultes et pratiques funéraires,fouille
INRAPI0462,781600,6793550,4.0990879,48.2371836,Champagne-Ardenne,Aube,Buchères,Parc logistique de l'Aube,Parc logistique de l'Aube,2012-09-20,,#Néolithique#Protohistoire,"#Arts, biens de prestige#Cultes et pratiques funéraires#Peuplement, occupation espace",fouille
INRAPI0463,"652055,121","6861866,618",2.3465782,48.8550527,Ile-de-France,Paris,Paris,"Paris, Préfecture de police, bâtiment d'accueil - 2 rue de Lutèce","Paris, Préfecture de police, bâtiment d'accueil - 2 rue de Lutèce",2013-04-15,,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0464,525450,6702118,0.685569,47.3963808,Centre,Indre-et-Loire,Tours,Parking Anatole-France,Parking Anatole-France,2002-08-19,2002-10-25,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0465,"808760,82","6304513,51",4.3520784,43.8312528,Languedoc-Roussillon,Gard,Nîmes,Parking avenue Jean-Jaurès,Parking avenue Jean-Jaurès,2006-10-01,2007-08-04,"#Protohistoire#Antiquité#Moderne, Contemporain","#Arts, biens de prestige#Habitats, architecture, édifices",fouille
INRAPI0466,927843,6686329,6.012475,47.2381427,Franche-Comté,Doubs,Besançon,Parking des Remparts dérasés,Parking des Remparts dérasés,2001-06-01,2002-02-28,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0467,"417942,118","6422354,847",-0.5706538,44.8429558,Aquitaine,Gironde,Bordeaux,Parking Place Jean-Jaurès,Parking Place Jean-Jaurès,2002-01-28,2003-07-15,#Moyen Âge,,fouille
INRAPI0468,"892374,575","6247606,146",5.3698184,43.3016374,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Parking République,Parking République,2005-05-11,2005-12-23,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0469,"892374,575","6247606,146",5.3698184,43.3016374,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Parking République,Parking République,2005-05-11,2005-12-23,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0470,"892361,071","6247126,21",5.3694748,43.2973257,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Pavillon Daviel,Pavillon Daviel,,,"#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0471,543159,6690743,0.9242295,47.2984512,Centre,Indre-et-Loire,Athée-sur-Cher,Pièce de la Colasserie,Pièce de la Colasserie,2004-08-30,2004-10-08,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0472,290918,6847386,-2.5522753,48.5971831,Bretagne,Côtes-d'Armor,Pléneuf-Val-André,Piégu  1,Piégu  1,2003-10-06,2004-03-30,#Néolithique,,fouille
INRAPI0473,290908,6847381,-2.5524058,48.597132,Bretagne,Côtes-d'Armor,Pléneuf-Val-André,Piégu 2,Piégu 2,2004-04-19,2004-05-07,#Néolithique,,fouille
INRAPI0474,989955,6733541,6.8630562,47.6384059,Franche-Comté,Territoire de Belfort,Belfort,Place d'Armes,Place d'Armes,2013-07-01,,"#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0475,779935,6800295,4.0779045,48.2980724,Champagne-Ardenne,Aube,Troyes,Place de la Libération,Place de la Libération,2004-08-03,2006-03-31,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0476,654592,6877552,2.379471,48.9962852,Ile-de-France,Val-d'Oise,Sarcelles,"Place de la Libération, rue des Piliers, rue Pierre-Brossolette","Place de la Libération, rue des Piliers, rue Pierre-Brossolette",2006-11-01,2006-11-30,"#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0477,290290,6706080,-2.429119,47.3282323,Pays de la Loire,Loire-Atlantique,Guérande,Place de la Psalette - Collégiale St Aubin,Place de la Psalette - Collégiale St Aubin,,,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0478,928625,6686567,6.0229247,47.2400148,Franche-Comté,Doubs,Besançon,Place de la Révolution,Place de la Révolution,2005-03-21,2005-05-17,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0479,"892167,3","6247236,614",5.3671301,43.2983707,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Place de l'îlot Madeleine (îlot 7),Place de l'îlot Madeleine (îlot 7),2007-01-30,2007-05-02,"#Antiquité#Moderne, Contemporain","#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0480,574439,6278885,1.4453897,43.5978957,Midi-Pyrénées,Haute-Garonne,Toulouse,Place des Carmes,Place des Carmes,2002-07-01,2002-12-01,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0481,849061,6427479,4.8894872,44.9304602,Rhône-Alpes,Drôme,Valence,Place des Ormeaux,Place des Ormeaux,2003-09-01,2004-02-15,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0482,776880,6905920,4.0557562,49.2483236,Champagne-Ardenne,Marne,Reims,Place du 11 Novembre,Place du 11 Novembre,2004-11-01,2004-11-30,#Antiquité,#Cultes et pratiques funéraires,fouille
INRAPI0483,775190,6906455,4.0326469,49.2533336,Champagne-Ardenne,Marne,Reims,Place du cardinal Luçon,Place du cardinal Luçon,2007-04-02,2007-06-28,#Moyen Âge,#Cultes et pratiques funéraires,fouille
INRAPI0484,"809451,85","6305271,77",4.3608298,43.8379686,Languedoc-Roussillon,Gard,Nîmes,Place du Chapitre et ses abords,Place du Chapitre et ses abords,2005-07-04,2005-09-27,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0485,"1050262,86","6841786,58",7.7514722,48.5814178,Alsace,Bas-Rhin,Strasbourg,Place du Château,Place du Château,,,#Antiquité#Moyen Âge,"#Archéologie des conflits#Habitats, architecture, édifices",fouille
INRAPI0486,"892197,771","6247262,564",5.3675148,43.2985958,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Place du Refuge,Place du Refuge,2010-09-06,2011-01-21,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0487,"730177,478","6466125,547",3.3849866,45.29383,Auvergne,Haute-Loire,Brioude,Place Grégoire-de-Tours ,Place Grégoire-de-Tours ,2005-10-15,2005-08-15,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0488,927585,6500518,5.9183129,45.5663081,Rhône-Alpes,Savoie,Chambéry,"Place Henri-Dunant, Quartier des Halles","Place Henri-Dunant, Quartier des Halles",2008-04-14,2008-06-26,"#Moyen Âge#Moderne, Contemporain","#Arts, biens de prestige#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0489,"1033400,15","6284487,43",7.1283304,43.5809898,Provences-Alpes-Côte-d'Azur,Alpes Maritimes,Antibes,Place Mariéjol - fouille 2009,Place Mariéjol - fouille 2009,2009-09-07,2009-10-09,,,fouille
INRAPI0490,"417374,231","6421841,285",-0.5775387,44.8381054,Aquitaine,Gironde,Bordeaux,Place Pey-Berland,Place Pey-Berland,,,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0491,"653912,264","6891956,804",2.3686084,49.1257533,Ile-de-France,Val-d'Oise,Viarmes,Place Pierre Salvi,Place Pierre Salvi,2013-06-03,,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0492,"918602,64","6376785,8",5.748035,44.4558858,Provences-Alpes-Côte-d'Azur,Hautes-Alpes,La Bâtie-Montsaléon,Plaine de Lachaup,Plaine de Lachaup,2010-05-17,2010-07-13,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0493,670321,6830101,2.5977165,48.5704464,Ile-de-France,Seine-et-Marne,Cesson,Plaine du Moulin à Vent (ext. sud bassin),Plaine du Moulin à Vent (ext. sud bassin),2006-03-08,2006-05-08,#Protohistoire,"#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0494,670620,6831755,2.6016562,48.5853382,Ile-de-France,Seine-et-Marne,Cesson,Plaine du Moulin à Vent (gallo-romain),Plaine du Moulin à Vent (gallo-romain),2006-03-20,2006-07-21,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0495,671295,6831067,2.6108539,48.5791797,Ile-de-France,Seine-et-Marne,Cesson,Plaine du Moulin à Vent (protohistorique),Plaine du Moulin à Vent (protohistorique),2006-04-20,2006-05-31,#Protohistoire,"#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0496,670892,6830059,2.6054589,48.5700945,Ile-de-France,Seine-et-Marne,Cesson,"Plaine du Moulin à Vent, zone sud","Plaine du Moulin à Vent, zone sud",2005-11-15,2005-12-01,#Protohistoire#Antiquité,,fouille
INRAPI0497,"678218,46","6985785,558",2.6966546,49.9702572,Picardie,Somme,Méaulte,Plateforme aéro-industrielle de Haute-Picardie,Plateforme aéro-industrielle de Haute-Picardie,2005-04-11,2005-04-30,#Néolithique#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0498,1028113,6811627,7.4287313,48.3221294,Alsace,Bas-Rhin,Dambach-la-Ville,Plateforme départementale d'activités de Dambach-la-Ville,Plateforme départementale d'activités de Dambach-la-Ville,2004-05-24,2004-09-30,#Antiquité,"#Industrie, artisanat",fouille
INRAPI0499,941500,6879400,6.2994523,48.9691301,Lorraine,Moselle,Solgne,Poirier Gaillard,Poirier Gaillard,2002-10-01,2002-11-30,#Antiquité,"#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0500,"747660,087","6946026,63",3.6591145,49.6116368,Picardie,Aisne,Laon,Pôle d'activités du Griffon – tranche 1B,Pôle d'activités du Griffon – tranche 1B,2009-06-02,2009-10-02,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0501,"525586,25","6702281,06",0.6873112,47.397884,Centre,Indre-et-Loire,Tours,"Pont 1, dit «de l'île Saint-Jacques»","Pont 1, dit «de l'île Saint-Jacques»",2000-01-01,2005-12-31,#Antiquité,"#Peuplement, occupation espace",fouille
INRAPI0502,744565,6825930,3.6036168,48.5320738,Champagne-Ardenne,Aube,Pont-sur-Seine,Pont sur Seine - Haut de Launoy,Pont sur Seine - Haut de Launoy,2009-09-10,2009-10-30,#Néolithique,"#Habitats, architecture, édifices",fouille
INRAPI0503,946600,6809300,6.3286982,48.3372286,Lorraine,Vosges,Vincey,"Pontière de la Banvoye, Chemin des pêcheurs","Pontière de la Banvoye, Chemin des pêcheurs",2003-10-13,2003-10-27,#Protohistoire,,fouille
INRAPI0504,"1044850,52","6298409,59",7.2791756,43.7006,Provences-Alpes-Côte-d'Azur,Alpes Maritimes,Nice,Porte Pairolière,Porte Pairolière,2006-10-23,2007-09-15,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0505,567936,6689763,1.2523198,47.2950311,Centre,Loir-et-Cher,Angé,Preuilland-Le Petit Jardin,Preuilland-Le Petit Jardin,2005-02-01,2005-07-01,#Néolithique,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0506,616061,6755993,1.8766083,47.8989567,Centre,Loiret,Orléans,Prieuré de la Madeleine,Prieuré de la Madeleine,1998-07-01,2007-05-16,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0507,573500,6916500,1.2598118,49.3355208,Haute-Normandie,Eure,Romilly-sur-Andelle,Prieuré Saint-Crespin,Prieuré Saint-Crespin,2006-07-17,2007-07-17,#Moyen Âge,,fouille
INRAPI0508,497381,6897649,0.2225079,49.1465451,Basse-Normandie,Calvados,Lisieux,Quai des Remparts,Quai des Remparts,,,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0509,602310,6834400,1.6749977,48.6024243,Centre,Eure-et-Loir,Épernon,"Quartier Savonnière, tranche 2","Quartier Savonnière, tranche 2",2008-03-25,2008-07-18,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0510,"1192724,73","6082076,67",8.9076492,41.6739077,Corse,Corse-du-Sud,Propriano,"Quattrina - Aux origines de la Corse chrétienne, les églises oubliées de Propriano","Quattrina - Aux origines de la Corse chrétienne, les églises oubliées de Propriano",2009-09-15,2010-01-08,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0511,"892731,472","6247031,248",5.3739994,43.2963717,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,République surverse,République surverse,2006-02-13,2006-04-14,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Archéologie des conflits#Peuplement, occupation espace",fouille
INRAPI0512,"892731,472","6247032,248",5.3739998,43.2963807,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,République-Surverse Vieux-Port,République-Surverse Vieux-Port,2006-03-01,2006-04-01,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0513,212630,6817408,-3.576494,48.2742404,Bretagne,Finistère,Carhaix-Plouguer,Réserve Archéologique,Réserve Archéologique,2000-01-01,2005-01-01,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0514,773770,6901380,4.0122536,49.2078786,Champagne-Ardenne,Marne,Champfleury,RN 51,RN 51,2002-10-01,2003-02-28,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0515,436330,6303746,-0.2759015,43.7835001,Aquitaine,Landes,Le Vignau,Romentère,Romentère,2009-01-05,2009-04-10,#Néolithique,"#Industrie, artisanat",fouille
INRAPI0516,666136,6838082,2.5403625,48.6420301,Ile-de-France,Seine-et-Marne,Lieusaint,Rond-Point Schumann,Rond-Point Schumann,2002-11-20,2003-04-04,#Antiquité,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0517,242736,6810230,-3.1644068,48.2316959,Bretagne,Côtes-d'Armor,Laniscat,Rosquelfen,Rosquelfen,,,#Protohistoire#Antiquité,"#Arts, biens de prestige#Échange et transport#Vie quotidienne, usages",fouille
INRAPI0518,601175,6797424,1.668065,48.2696505,Centre,Eure-et-Loir,Prasville,Rougemont,Rougemont,2010-04-20,2010-06-11,#Néolithique#Antiquité,"#Agriculture, élevage#Habitats, architecture, édifices",fouille
INRAPI0519,170245,6775324,-4.0945744,47.8639793,Bretagne,Finistère,Bénodet,Route de Kernéost,Route de Kernéost,2003-01-06,2003-02-11,#Protohistoire#Moyen Âge,,fouille
INRAPI0520,692820,6185900,2.9123685,42.7725992,Languedoc-Roussillon,Pyrénées-Orientales,Claira,Route du  Barcarès,Route du  Barcarès,2010-11-30,2010-06-30,#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages",fouille
INRAPI0521,"417445,491","6523444,2",-0.6358156,45.7520416,Poitou-Charentes,Charente-Maritime,Saintes,Rue  Daniel-Massiou,Rue  Daniel-Massiou,,2013-10-31,#Antiquité,,fouille
INRAPI0522,"775260,72","6906661,08",4.0336551,49.2551777,Champagne-Ardenne,Marne,Reims,Rue  Saint-Symphorien,Rue  Saint-Symphorien,2006-06-15,2006-11-25,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Arts, biens de prestige#Habitats, architecture, édifices",fouille
INRAPI0523,795023,6516930,4.2221925,45.7453477,Rhône-Alpes,Loire,Feurs,Rue Camille-Pariat - Une maison romaine sous le centre hospitalier de Feurs,Rue Camille-Pariat - Une maison romaine sous le centre hospitalier de Feurs,2007-10-15,2007-12-04,#Antiquité,,fouille
INRAPI0524,951627,6585218,6.2712408,46.3199533,Rhône-Alpes,Haute-savoie,Chens-sur-Léman,Rue de Charnage - Un village du Bronze final à Chens-sur-Léman,Rue de Charnage - Un village du Bronze final à Chens-sur-Léman,2008-01-07,2008-06-13,#Protohistoire,,fouille
INRAPI0525,1040007,6728515,7.5247108,47.5693122,Alsace,Haut-Rhin,Hégenheim,Rue de Hésingue,Rue de Hésingue,2004-07-19,2004-08-13,#Moyen Âge,,fouille
INRAPI0526,"424124,349","6570264,032",-0.5772674,46.1759561,Poitou-Charentes,Deux-Sèvres,Usseau,Rue de la Laiterie,Rue de la Laiterie,,,#Moyen Âge,#Cultes et pratiques funéraires,fouille
INRAPI0527,496262,6612714,0.3387664,46.583565,Poitou-Charentes,Vienne,Poitiers,Rue de la Marne,Rue de la Marne,2001-12-03,2003-03-14,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0528,987313,6711773,6.8139152,47.4438502,Franche-Comté,Doubs,Mandeure,Rue de la Récille,Rue de la Récille,2003-09-08,2003-11-17,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0529,619409,6756045,1.9214008,47.8998447,Centre,Loiret,Orléans,Rue de l'Abreuvoir,Rue de l'Abreuvoir,2006-02-13,2006-04-21,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0530,775480,6905810,4.036513,49.2475015,Champagne-Ardenne,Marne,Reims,Rue de l'Équerre,Rue de l'Équerre,2000-06-21,2003-09-01,#Antiquité,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0531,651804,6862433,2.3430917,48.8601274,Ile-de-France,Paris,Paris,Rue de Rivoli,Rue de Rivoli,,,,,fouille
INRAPI0532,1051403,6867662,7.7881599,48.8131096,Alsace,Bas-Rhin,Haguenau,Rue des Anneaux,Rue des Anneaux,2003-05-26,2003-06-24,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0533,"780740,499","6801248,121",4.0889424,48.3065476,Champagne-Ardenne,Aube,Troyes,Rue des Carmélites,Rue des Carmélites,,2013-08-15,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Vie quotidienne, usages",fouille
INRAPI0534,1061389,6893110,7.9455677,49.0359887,Alsace,Bas-Rhin,Wissembourg,Rue des Carmes,Rue des Carmes,2003-05-12,2003-05-23,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0535,"601287,906","7064508,01",1.6060462,50.6695974,Nord-Pas-de-Calais,Pas-de-Calais,Saint-Étienne-au-Mont,Rue des Écoles,Rue des Écoles,2003-11-03,2003-12-12,"#Néolithique#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0536,565000,6926100,1.1398135,49.4200473,Haute-Normandie,Seine-Maritime,Le Mesnil-Esnard,Rue des Hautes Haies,Rue des Hautes Haies,2004-04-01,2004-04-30,#Néolithique,,fouille
INRAPI0537,1046255,6858287,7.7105703,48.7317276,Alsace,Bas-Rhin,Brumath,Rue du château,Rue du château,2003-10-13,2003-11-28,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0538,932100,6804400,6.1305626,48.2985138,Lorraine,Vosges,Mirecourt,Rue du Docteur-Joyeux,Rue du Docteur-Joyeux,2002-05-03,2002-06-21,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0539,616057,6755958,1.8765614,47.8986412,Centre,Loiret,Orléans,Rue du Faubourg Madeleine - le Prieuré de la Madeleine,Rue du Faubourg Madeleine - le Prieuré de la Madeleine,2006-09-04,2007-05-16,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0540,"672118,57","7047140,53",2.6074566,50.5209261,Nord-Pas-de-Calais,Pas-de-Calais,Fouquereuil,Rue du Marais,Rue du Marais,2010-08-02,2010-12-03,#Protohistoire#Antiquité,#Cultes et pratiques funéraires,fouille
INRAPI0541,649019,6846969,2.3069841,48.7208393,Ile-de-France,Essonne,Massy,Rue du Pérou,Rue du Pérou,2009-05-12,2009-05-07,"#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain","#Peuplement, occupation espace",fouille
INRAPI0542,"853439,4","6692289,668",5.0312973,47.3131665,Bourgogne,Côte-d'Or,Dijon,Rue du Pont des Tanneries,Rue du Pont des Tanneries,2012-10-01,2013-02-28,"#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0543,931300,6881000,6.1611233,48.9872568,Lorraine,Moselle,Sillegny,Rue du Stade,Rue du Stade,2002-04-02,2002-05-24,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0544,985704,6711917,6.7926814,47.4458423,Franche-Comté,Doubs,Mandeure,Rue du Théâtre,Rue du Théâtre,2010-03-01,2010-03-31,#Antiquité,"#Cultes et pratiques funéraires#Paysage et environnement#Organisation sociale et politique#Peuplement, occupation espace",fouille
INRAPI0545,"771192,053","6279887,489",3.8816671,43.6144613,Languedoc-Roussillon,Hérault,Montpellier,Rue Fontaine du Pila,Rue Fontaine du Pila,2005-12-05,2006-04-15,#Néolithique,,fouille
INRAPI0546,647446,6858106,2.2842302,48.820874,Ile-de-France,Hauts-de-Seine,Vanves,Rue Gaudray,Rue Gaudray,,,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
